rank,billing_npi,name,provider_type,specialty,city,state,zip,total_claims,total_paid
608,1346208949,ACCREDO HEALTH GROUP INC,Organization,Pharmacy,MEMPHIS,TN,38134,46758,165627376.4
609,1740230119,"OAKWOOD HEALTHCARE, INC.",Organization,General Acute Care Hospital,DEARBORN,MI,48124,7046474,165609789
610,1104368315,OZARK CENTER,Organization,Community/Behavioral Health,JOPLIN,MO,64804,1759173,165605248
611,1750767802,ADJ FI INC.,Organization,Home Health,NEW YORK,NY,10013,1243868,165294407.1
612,1255719514,"MARKS HOMECARE CDPAP, LLC",Organization,In Home Supportive Care,BROOKLYN,NY,11230,1198354,165278758.5
613,1851569834,NORMAL LIFE OF GEORGIA,Organization,Community/Behavioral Health,ATLANTA,GA,30345,948518,165121628.5
614,1184791998,BAY AREA COMMUNITY HEALTH,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",FREMONT,CA,94538,1210035,164548158.7
615,1902944853,"SERV CENTERS OF NEW JERSEY, INC",Organization,"Community Based Residential Treatment Facility, Mental Illness",TRENTON,NJ,8618,733341,164430832.7
616,1730132515,"TUFTS MEDICAL CENTER, INC.",Organization,General Acute Care Hospital,BOSTON,MA,2111,4021450,164344884.9
617,1972601193,"GALAX TREATMENT CENTER, LLC",Organization,Substance Abuse Rehabilitation Facility,GALAX,VA,24333,371048,164224163.5
618,1376662536,EMMAUS HOMES INC.,Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",SAINT CHARLES,MO,63301,448673,163985530.8
619,1548367873,ST. BARNABAS HOSPITAL,Organization,General Acute Care Hospital,BRONX,NY,10457,2901521,163588496.9
620,1689744492,STANISLAUS COUNTY BHRS,Organization,Community/Behavioral Health,MODESTO,CA,95350,877310,163521232.6
621,1962457812,BEVERLY RADIOLOGY MEDICAL GROUP III,Organization,"Radiology, Diagnostic Radiology",LOS ANGELES,CA,90025,3146832,163380755.6
622,1619007630,"AGESPAN, INC.",Organization,Case Management,LAWRENCE,MA,1843,1333642,163355434.5
623,1760426969,"SAINT MARY'S HOSPITAL, INC.",Organization,General Acute Care Hospital,WATERBURY,CT,6706,4906079,163267654.4
624,1518998699,"UNITED HEALTH SERVICES HOSPITALS, INC.",Organization,General Acute Care Hospital,BINGHAMTON,NY,13903,2757807,163202795.4
625,1003147588,"CAREPEOPLE HOME HEALTH, INC",Organization,Home Health,CENTREVILLE,VA,20121,1129821,163114617.5
626,1467517235,THE WILLIAM W BACKUS HOSPITAL,Organization,General Acute Care Hospital,NORWICH,CT,6360,3316330,163006007
627,1891989794,RESOURCE CENTER FOR INDEPENDENT LIVING,Organization,Home Health,UTICA,NY,13501,1088484,162868017.9
628,1609892280,"HELIO HEALTH, INC.",Organization,Substance Abuse Rehabilitation Facility,SYRACUSE,NY,13203,1345505,162855889.1
629,1689653305,WILLIAM BEAUMONT HOSPITAL,Organization,General Acute Care Hospital,ROYAL OAK,MI,48073,6223420,162640384.5
630,1922112044,PHOENIX CHILDREN'S HOSPITAL,Organization,Pediatrics,PHOENIX,AZ,85016,2756515,162374551.2
631,1366556227,MULTICARE HEALTH SYSTEM,Organization,General Acute Care Hospital,TACOMA,WA,98405,6854549,162248215.5
632,1285826438,NEW YORK UNIVERSITY,Organization,Internal Medicine,BOYNTON BEACH,FL,33426,2250697,162238283.8
633,1275504508,WEST VIRGINIA UNIVERSITY MEDICAL CORPORATION,Organization,Family Medicine,MORGANTOWN,WV,26506,3232843,162035289.6
634,1255364923,CHICKASAW NATION DIVISION OF HEALTH,Organization,General Acute Care Hospital,ADA,OK,74820,293771,161907573.1
635,1003961251,CHILDREN'S HOSPITAL & RESEARCH CENTER AT OAKLAND,Organization,General Acute Care Hospital,OAKLAND,CA,94609,2536928,161812686.9
636,1336119478,"COMMUNITY HEALTH NETWORK, INC",Organization,General Acute Care Hospital,INDIANAPOLIS,IN,46219,2522106,161731841.9
637,1407998842,"SPECTRUM FOR LIVING DEVELOPMENT, INC.",Organization,"Day Training, Developmentally Disabled Services",RIVER VALE,NJ,7675,538357,161692388.7
638,1053363119,PROVIDENCE HEALTH & SERVICES WASHINGTON,Organization,General Acute Care Hospital,ANCHORAGE,AK,99508,2296473,161453834.1
639,1043371826,NEXTCARE ARIZONA LLC,Organization,"Clinic/Center, Urgent Care",TEMPE,AZ,85288,1686116,161278500
640,1275683666,HOPE COMMUNITY RESOURCES INC,Organization,Respite Care,ANCHORAGE,AK,99518,627742,161049967.5
641,1578510137,"FIRST PRIMARY HOME CARE, INC",Organization,Home Health,HARLINGEN,TX,78550,2630844,160955316.4
642,1861675506,TEXAS CHILDREN'S PHYSICIAN GROUP,Organization,Pediatrics,HOUSTON,TX,77030,2513595,160810791
643,1063431286,"BROCKTON HOSPITAL, INC.",Organization,General Acute Care Hospital,BROCKTON,MA,2302,3609047,160743521.8
644,1023230695,"BESTSELF BEHAVIORAL HEALTH, INC.",Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",BUFFALO,NY,14213,1443039,160588164.7
645,1073561825,"OPTUM WOMEN'S AND CHILDREN'S HEALTH, LLC",Organization,Durable Medical Equipment & Medical Supplies,MARIETTA,GA,30067,636803,160438332.9
646,1154786846,NEIGHBORHOOD HEALTHCARE,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",HEMET,CA,92543,931794,160418317.4
647,1285016758,TOPCARE MEDICAL GROUP INC,Organization,Pediatrics,DALLAS,TX,75251,8433773,160363652.1
648,1427063270,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Organization,General Acute Care Hospital,BRONX,NY,10451,3954456,160323580.5
649,1437781499,STATE OF MISSOURI,Organization,Rehabilitation Counselor,JEFFERSON CITY,MO,65109,257466,160213995.7
650,1407804669,THE LOWELL GENERAL HOSPITAL,Organization,General Acute Care Hospital,LOWELL,MA,1854,4669409,159906582.7
651,1043554348,GENESEE HEALTH SYSTEM,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",FLINT,MI,48507,864829,159875732
652,1487031092,OPEN DOOR NY HOME CARE SERVICE,Organization,Home Health,STATEN ISLAND,NY,10304,1162961,159746093.6
653,1871546648,CARING PROFESSIONAL SERVICES INC,Organization,Home Health,HIALEAH,FL,33012,5135777,159685704.7
654,1215021019,"CREATIVE NETWORKS, L.L.C.",Organization,Case Management,PHOENIX,AZ,85027,1683116,159682964.8
655,1023088168,HENRY FORD HEALTH ST. JOHN HOSPITAL,Organization,General Acute Care Hospital,CHICAGO,IL,60677,6873326,159405512.7
656,1194769497,"CLINICAL PATHOLOGY LABORATORIES, INC.",Organization,Clinical Medical Laboratory,AUSTIN,TX,78754,17848189,159397303.2
657,1073688354,MIAMI VALLEY HOSPITAL,Organization,General Acute Care Hospital,DAYTON,OH,45409,3581941,159264363.6
658,1790789147,EASTERN MAINE MEDICAL CENTER,Organization,General Acute Care Hospital,BANGOR,ME,4401,3344045,159203765.6
659,1497136592,"THE ARC OF ESSEX COUNTY, INC",Organization,In Home Supportive Care,LIVINGSTON,NJ,7039,649871,158917527.2
660,1336467166,"ALAMO CONSUMER DIRECT, LLC",Organization,In Home Supportive Care,AUSTIN,TX,78757,2571202,158757504.1
661,1629154455,"FAMILY HOME CARE SERVICES OF BROOKLYN & QUEENS, INC.",Organization,Home Health,BROOKLYN,NY,11215,692473,158695592.1
662,1003360397,CAREPRO OF NY INC,Organization,Home Health,BROOKLYN,NY,11229,883496,158587823.7
663,1770826679,AGAPE HEALTH MANAGEMENT INC,Organization,Home Health,ALEXANDRIA,VA,22312,1003220,158463831.5
664,1336361427,"UNIVERSAL MENTAL HEALTH SERVICES, INC.",Organization,Community/Behavioral Health,LENOIR,NC,28645,1038893,158120710.6
665,1376873380,"REGENCY HEALTH CARE, INC",Organization,Home Health,BROOKLYN,NY,11219,1039742,158059108.8
666,1639160708,180 MEDICAL INC,Organization,Durable Medical Equipment & Medical Supplies,OKLAHOMA CITY,OK,73162,1487782,157911905.9
667,1255334173,"FROEDTERT MEMORIAL LUTHERAN HOSPITAL, INC.",Organization,General Acute Care Hospital,MILWAUKEE,WI,53226,5378548,157851735.9
668,1144420670,"BROADWAY RESPITE AND HOME CARE, LLC",Organization,Home Health,FAIR LAWN,NJ,7410,1876501,157625927.7
669,1952364747,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN YSIDRO,CA,92173,3140188,157264167.9
670,1689783672,ST CLAIR COUNTY COMMUNITY MENTAL HEALTH AUTHORITY,Organization,Community/Behavioral Health,PORT HURON,MI,48060,1092108,157175590.5
671,1134264948,RISEBORO HOMECARE INC,Organization,Home Health,BROOKLYN,NY,11206,710965,157130280.3
672,1376663567,"CENTER FOR DISABILITY RIGHTS, INC",Organization,Community/Behavioral Health,ROCHESTER,NY,14608,1009614,156872692.2
673,1902901333,CLARA MAASS MEDICAL CENTER,Organization,General Acute Care Hospital,BELLEVILLE,NJ,7109,2160558,156839691.3
674,1043397292,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,Organization,General Acute Care Hospital,CLEVELAND,OH,44106,2733531,156831349.5
675,1487727715,THE FIRST CHINESE PRESBYTERIAN COMMUNITY AFFAIRS HOME ATTENDANT CORP.,Organization,Home Health,NEW YORK,NY,10002,736134,156611696.6
676,1376980409,CONSUMER DIRECT FOR FLORIDA,Organization,Home Health,SUNRISE,FL,33351,3713169,156501809.8
677,1023489911,A-PLUS CARE HHC,Organization,Home Health,BROOKLYN,NY,11207,1011311,156140672.4
678,1922260892,"INTERGEN HEALTH, LLC",Organization,Home Health,BRONX,NY,10462,1145802,156067581
679,1134200942,"ACR HOMES, INC.",Organization,"Custodial Care Facility, Adult Care Home",ROSEVILLE,MN,55113,386429,156043354.3
680,1053384776,AHS HOSPITAL CORP.,Organization,General Acute Care Hospital,MORRISTOWN,NJ,7960,2444013,155866810.1
681,1427590371,BJC BEHAVIORAL HEALTH,Organization,Community/Behavioral Health,SAINT LOUIS,MO,63139,1318300,155549118.1
682,1902286214,THE ARC OF UNION COUNTY,Organization,"Day Training, Developmentally Disabled Services",SPRINGFIELD,NJ,7081,459073,155519096.8
683,1700961646,"CHRYSALIS CENTER, LLC",Organization,Community/Behavioral Health,FORT LAUDERDALE,FL,33312,2970772,155274211.6
684,1871906032,EFFECTIVE HOME CARE L.L.C.,Organization,Home Health,ASTORIA,NY,11103,1060897,155187562.6
685,1184769069,"NONOTUCK RESOURCE ASSOCIATES, INC",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",FLORENCE,MA,1062,1776447,154955729.4
686,1194776757,ARKANSAS CHILDRENS HOSPITAL,Organization,"General Acute Care Hospital, Children",LITTLE ROCK,AR,72202,3793084,154954169
687,1902968266,"REM IOWA COMMUNITY SERVICES, INC.",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",HIAWATHA,IA,52233,569758,154946648
688,1811289150,"CALIFORNIA PSYCHCARE, INC.",Organization,Behavior Analyst,VAN NUYS,CA,91406,1534667,154847853.3
689,1174914477,"PRESTIGE LHCSA MANAGEMENT, INC",Organization,Home Health,BRONX,NY,10451,1111710,154670932.7
690,1245468727,EAK GOOD NEIGHBOR PROPERTIES,Organization,Supports Brokerage,MOUNT VERNON,TX,75457,1894301,154624549.4
691,1295898393,ALLIANCE HEALTHCARE SERVICES,Organization,Community/Behavioral Health,MEMPHIS,TN,38127,1577534,154591314.7
692,1093873382,"TRILLIUM FAMILY SERVICES, INC.",Organization,"Residential Treatment Facility, Emotionally Disturbed Children",PORTLAND,OR,97202,188219,154478557.9
693,1134297328,UNITED CEREBRAL PALSY OF GEORGIA INC.,Organization,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",ATLANTA,GA,30341,129757,154302816.4
694,1982102109,"SPERO HEALTH OF KENTUCKY, LLC",Organization,"Family Medicine, Addiction Medicine",DANVILLE,KY,40422,2613987,154247260.8
695,1063599405,"R.A.I.N. HOME ATTENDANT SERVICES, INC.",Organization,Home Health,BRONX,NY,10462,785403,153874292.2
696,1184758310,SPRINGWELL,Organization,Case Management,WATERTOWN,MA,2472,512436,153840065.6
697,1255496220,"RSCR WEST VIRGINIA, INC.",Organization,"Clinic/Center, Developmental Disabilities",PARKERSBURG,WV,26101,114449,153607409.6
698,1235255597,COMMONWEALTH OF MASSACHUSETTS,Organization,Community/Behavioral Health,BOSTON,MA,2118,446495,153570471
699,1104368703,"MARK TWAIN ASSOCIATION FOR MENTAL HEALTH, INC",Organization,Community/Behavioral Health,HANNIBAL,MO,63401,1339864,153439933.9
700,1639132442,COUNTY OF WASHTENAW,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",YPSILANTI,MI,48198,817410,153316633.8
701,1689608150,UNIVERSITY OF CALIFORNIA IRVINE,Organization,General Acute Care Hospital,ORANGE,CA,92868,4108074,153055986.7
702,1154549921,DEPARTMENT OF MENTAL HEALTH,Organization,Community/Behavioral Health,NORTHAMPTON,MA,1060,366343,152980553.2
703,1700072543,MY COMMUNITY DENTAL CENTERS INC,Organization,"Dentist, Dental Public Health",PETOSKEY,MI,49770,2983592,152835976.5
704,1427114099,"JOHNS HOPKINS ALL CHILDREN'S HOSPITAL, INC",Organization,"General Acute Care Hospital, Children",ST PETERSBURG,FL,33701,1429913,152824919.2
705,1932123247,DALLAS COUNTY HOSPITAL DISTRICT,Organization,General Acute Care Hospital,DALLAS,TX,75235,3288824,152600082.8
706,1538151428,OCHSNER CLINIC LLC,Organization,General Practice,NEW ORLEANS,LA,70121,5935206,152466937.4
707,1447281936,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN DIEGO,CA,92113,7054107,152448324.4
708,1184878274,"AHAVA MEDICAL AND REHABILITATION CENTER, LLC",Organization,Rehabilitation Practitioner,BROOKLYN,NY,11210,1780252,152079113.4
709,1972507580,KADLEC REGIONAL MEDICAL CENTER,Organization,General Acute Care Hospital,RICHLAND,WA,99352,3639406,151598939.4
710,1407854771,THE TOLEDO HOSPITAL,Organization,General Acute Care Hospital,TOLEDO,OH,43606,3399237,151223641.4
711,1003914946,COUNTY OF MUSKEGON,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",MUSKEGON,MI,49442,714327,151113377.4
712,1104819366,CHILDREN'S HOSPITAL,Organization,"General Acute Care Hospital, Children",NEW ORLEANS,LA,70118,1583325,150926038.3
713,1548226988,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,Organization,General Acute Care Hospital,GALVESTON,TX,77555,2827894,150326465.9
714,1295765261,"BERKSHIRE MEDICAL CENTER, INC",Organization,General Acute Care Hospital,PITTSFIELD,MA,1201,3855758,150130540.8
715,1609922194,FRASER CHILD AND FAMILY CENTER,Organization,"Clinic/Center, Adolescent and Children Mental Health",MINNEAPOLIS,MN,55414,1159751,149835856.2
716,1255330825,"EDWARDS HEALTH CARE SERVICES, INC.",Organization,Durable Medical Equipment & Medical Supplies,HUDSON,OH,44236,1008148,149693512.5
717,1740376292,"NEW MEXICO CONSUMER DIRECT PERSONAL CARE, LLC",Organization,Home Health,ALBUQUERQUE,NM,87113,542300,149619585.2
718,1548431570,"HEART TO HEART HEALTH CARE SERVICES, LLC",Organization,Home Health,EAST ORANGE,NJ,7018,465611,149589915.1
719,1992850952,BLACK HILLS WORKS INC,Organization,"Day Training, Developmentally Disabled Services",RAPID CITY,SD,57702,441668,149570135.2
720,1841327673,TRIVIUM LIFE SERVICES,Organization,"Day Training, Developmentally Disabled Services",COUNCIL BLUFFS,IA,51503,836359,149214845
721,1063568764,"JHC OPERATIONS, LLC",Organization,Home Health,MOUNT VERNON,TX,75457,2819060,148946289.2
722,1285613612,OWENSBORO HEALTH INC,Organization,General Acute Care Hospital,OWENSBORO,KY,42303,3299869,148833101.3
723,1548317852,LAKES REGION COMMUNITY SERVICES COUNCIL,Organization,Early Intervention Provider Agency,LACONIA,NH,3246,708435,148794561.7
724,1518068071,NORTHERN LAKES COMMUNITY MENTAL HEALTH AUTHORITY,Organization,Community/Behavioral Health,TRAVERSE CITY,MI,49684,684682,148647272.1
725,1609909175,SUMMIT HOME HEALTH CARE,Organization,Home Health,BROOKLYN,NY,11230,826840,148501837
726,1982048138,ADVANCE HOME CARE LLC,Organization,Home Health,BROOKLYN,NY,11235,933038,148438370.5
727,1962476259,"CLASSIC OPTICAL LABORATORIES, INC.",Organization,"Eyewear Supplier (Equipment, not the service)",YOUNGSTOWN,OH,44505,18553215,148128086.7
728,1962793547,"PHOENIX HOME CARE, LLC",Organization,In Home Supportive Care,SPRINGFIELD,MO,65804,2331920,148060842.7
729,1952690463,"BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC.",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN ANTONIO,TX,78207,2296231,148046905.4
730,1356427397,"HAMMER RESIDENCES, INC.",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WAYZATA,MN,55391,859909,147838997.6
731,1831265115,"CLINICAL & SUPPORT OPTIONS, INC",Organization,Community/Behavioral Health,GREENFIELD,MA,1301,1587375,147833759.3
732,1386023976,"THE ARC OCEAN COUNTY CHAPTER, INC",Organization,In Home Supportive Care,LAKEWOOD,NJ,8701,550285,147496969.9
733,1447618061,"DEPARTMENT OF INTELLECTUAL AND DEVELOPMENTAL DISABILITIES, STATE OF TN",Organization,Public Health or Welfare,NASHVILLE,TN,37243,1441015,147414628.7
734,1265954630,"ALLSTAR HOMECARE FI, INC.",Organization,"Technician, Personal Care Attendant",BROOKLYN,NY,11220,1192137,147409518.3
735,1073633376,"LIVING INNOVATIONS SUPPORT SERVICES, LLC",Organization,"Day Training, Developmentally Disabled Services",DOVER,NH,3820,366668,147298338.6
736,1659352276,LABORATORY CORPORATION OF AMERICA,Organization,Clinical Medical Laboratory,SAN DIEGO,CA,92128,64360026,147141937.3
737,1346479169,"MYRIAD WOMEN'S HEALTH, INC.",Organization,Clinical Medical Laboratory,SOUTH SAN FRANCISCO,CA,94080,1284222,146977669
738,1063426377,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Organization,General Acute Care Hospital,ELMHURST,NY,11373,3455689,146568057.9
739,1669667150,ALEGRE HOME HEALTH CARE LLC,Organization,Home Health,MISSION,TX,78572,2514752,146507171.9
740,1629418835,"MARQUIS HOME CARE, LLC",Organization,Home Health,SPRING VALLEY,NY,10977,1279141,146505518
741,1801927645,"STAVROS CENTER FOR INDEPENDENT LIVING, INC.",Organization,Case Management,AMHERST,MA,1002,4493816,146352462.5
742,1679601645,"STATEWIDE HEALTHCARE SERVICES, INC",Organization,Home Health,JACKSON,MS,39211,2017158,146044054.5
743,1821036807,"LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC",Organization,"Radiology, Diagnostic Radiology",NEW YORK,NY,10021,1734785,145854205.9
744,1336435031,WEST BAY RESIDENTIAL SERVICES INC.,Organization,"Day Training, Developmentally Disabled Services",WARWICK,RI,2886,70223,145845268.8
745,1326031022,"WHITE DEER RUN, LLC",Organization,Community/Behavioral Health,ALLENWOOD,PA,17810,463838,145825890.7
746,1447472980,NEWARK PUBLIC SCHOOLS,Organization,Local Education Agency (LEA),NEWARK,NJ,7102,1037927,145809421.4
747,1407244304,"INTEGRATED COMMUNITY SERVICES, INC.",Organization,Home Health,WASHINGTON,DC,20011,885873,145741640.2
748,1891134318,IDEAL HOME HEALTH INC.,Organization,Home Health,BROOKLYN,NY,11235,966738,145667460.8
749,1780985010,HARBOR CARE LLC,Organization,Home Health,BROOKLYN,NY,11235,791104,145665969.2
750,1972678266,"REM SOUTH CENTRAL, INC.",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WILLMAR,MN,56201,617325,145639968
751,1912080482,"RESOURCE CENTER FOR INDEPENDENT LIVING, INC",Organization,Home Health,OSAGE CITY,KS,66523,1668137,145535468.7
752,1043380330,ARROWHEAD REGIONAL MEDICAL CENTER,Organization,General Acute Care Hospital,COLTON,CA,92324,7250760,145443135.7
753,1053342816,SOUTHERN OHIO MEDICAL CENTER,Organization,General Acute Care Hospital,PORTSMOUTH,OH,45662,3493646,145263355.1
754,1417005257,RELIANCE COMMUNITY CARE PARTNERS,Organization,Case Management,GRAND RAPIDS,MI,49546,2426106,145211742.2
755,1972583078,"TENDERHEART HEALTH OUTCOMES, INC.",Organization,Durable Medical Equipment & Medical Supplies,AUSTIN,TX,78744,6705292,145154612.4
756,1134377781,EUROFINS DIATHERIX LABORATORIES LLC,Organization,Clinical Medical Laboratory,HUNTSVILLE,AL,35806,4714639,145138449.5
757,1710901939,"WASHINGTON COUNTY MENTAL HEALTH SERVICES, INC.",Organization,"Clinic/Center, Developmental Disabilities",BARRE,VT,5641,418286,145015403.6
758,1114461704,WENGS GROUP NY INC,Organization,Home Health,NEW YORK,NY,10013,1032817,144948891.9
759,1457321317,PALOMAR HEALTH,Organization,General Acute Care Hospital,ESCONDIDO,CA,92029,1459443,144138018
760,1205962883,CREATIVE WORKS,Organization,"Day Training, Developmentally Disabled Services",WESTBROOK,ME,4092,105208,144111254
761,1831363324,LIFE PATTERNS,Organization,"Respite Care, Respite Care, Intellectual and/or Developmental Disabilities, Child",TOPEKA,KS,66614,1438200,144001449.9
762,1609848811,THE MENTAL HEALTH CENTER OF GREATER MANCHESTER,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",MANCHESTER,NH,3103,1086168,143867599.1
763,1407228885,"HELPING U HOMECARE, INC.",Organization,Home Health,NEW YORK,NY,10029,593732,143641484.2
764,1760499545,"ERIE FAMILY HEALTH CENTER, INC",Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",CHICAGO,IL,60622,2804606,143562823.5
765,1821103821,"TRILOGY, INC.",Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",CHICAGO,IL,60626,1373957,143503639.1
766,1184706566,HOPE HAVEN INC,Organization,Nursing Facility/Intermediate Care Facility,ROCK VALLEY,IA,51247,902482,143253649.4
767,1881837110,AREA AGENCY ON AGING 1-B,Organization,Case Management,SOUTHFIELD,MI,48034,1573517,143076884.4
768,1679504864,KENNEBEC VALLEY MENTAL HEALTH CENTER,Organization,"Clinic/Center, Mental Health (Including Community Mental Health Center)",WATERVILLE,ME,4901,887611,143045510.6
769,1053584482,"EMPIRE CITY LABORATORIES, INC",Organization,Clinical Medical Laboratory,BROOKLYN,NY,11220,13619013,142978147.1
770,1518911304,NORTH EAST MEDICAL SERVICES,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN FRANCISCO,CA,94133,6069351,142955745.9
771,1760436216,MAINEHEALTH,Organization,General Acute Care Hospital,PORTLAND,ME,4102,3045475,142715238.7
772,1346766805,"FREEDOM SENIOR SHARE, LLC",Organization,"Clinic/Center, Adult Day Care",LOUISVILLE,KY,40218,1109021,142701384.1
773,1790742153,RAPPAHANNOCK AREA COMMUNITY SERVICES BOARD,Organization,Community/Behavioral Health,FREDERICKSBURG,VA,22401,613025,142551699.1
774,1053366740,"BYRAM HEALTHCARE CENTERS, INC.",Organization,Durable Medical Equipment & Medical Supplies,DOWNERS GROVE,IL,60515,2656895,142283328.9
775,1811384100,"INTERGEN HEALTH, LLC",Organization,Home Health,BRONX,NY,10462,1075083,142241262.2
776,1770583999,TRINITAS REGIONAL MEDICAL CENTER,Organization,General Acute Care Hospital,ELIZABETH,NJ,7202,2307693,142211286
777,1902267479,ALTAMED HEALTH SERVICES CORP,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",SOUTH GATE,CA,90280,1286493,141786981.7
778,1811042856,"VALUCARE, INC",Organization,Home Health,BROOKLYN,NY,11226,696670,141763920.7
779,1427058510,"SAN JUAN REGIONAL MEDICAL CENTER, INC.",Organization,General Acute Care Hospital,FARMINGTON,NM,87401,2275920,141456539.7
780,1619913449,UNILAB CORPORATION,Organization,Clinical Medical Laboratory,SACRAMENTO,CA,95834,29528771,141236563.1
781,1316029549,"HERITAGE HOME HEALTHCARE SERVICES, INC.",Organization,Home Health,ALBUQUERQUE,NM,87109,1383282,141183941.2
782,1801922620,"LAKE CUMBERLAND REG MHMR BOARD, INC.",Organization,Community/Behavioral Health,SOMERSET,KY,42501,899040,140903668.8
783,1841224870,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,Organization,General Acute Care Hospital,PHOENIX,AZ,85006,3763687,140846995.8
784,1609997311,"KID SUCCESS, INC.",Organization,"Clinic/Center, Rehabilitation",CONWAY,AR,72034,2345767,140724819.6
785,1124127683,ARTHUR G JAMES CANCER HOSPITAL AND RESEARCH INSTITUTE,Organization,Special Hospital,COLUMBUS,OH,43210,794957,140711421.7
786,1972579837,WAKEMED,Organization,General Acute Care Hospital,RALEIGH,NC,27610,1484819,140710772.7
787,1881697381,LAKE COUNTY TRIBAL HEALTH CONSORTIUM INC.,Organization,"Clinic/Center, Federally Qualified Health Center (FQHC)",LAKEPORT,CA,95453,374863,140627796.8
788,1427003862,AWARE INC,Organization,Community/Behavioral Health,ANACONDA,MT,59711,573442,140399270.7
789,1891820668,"HOPEBRIDGE, LLC",Organization,"Psychiatry & Neurology, Child & Adolescent Psychiatry",KOKOMO,IN,46902,880718,140377799.1
790,1154355188,BANNER THUNDERBIRD MEDICAL CENTER,Organization,General Acute Care Hospital,GLENDALE,AZ,85306,3378165,140259118.7
791,1356331425,STAMFORD HOSPITAL,Organization,General Acute Care Hospital,STAMFORD,CT,6902,4198195,139831900.5
792,A430617100,NOT FOUND,,,,,,2208105,139780633.6
793,1346451796,"MONEY MINDERS PLUS, LLC",Organization,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",GARDEN CITY,MI,48135,1478200,139565142.4
794,1023226412,UNITED JEWISH COUNCIL HOME ATTENDANT SERVICE CORP,Organization,Home Health,NEW YORK,NY,10002,735131,139415479.7
795,1295957561,"DEVELOPMENTAL SERVICES OF SULLIVAN COUNTY, INC.",Organization,"Respite Care, Respite Care, Intellectual and/or Developmental Disabilities, Child",CLAREMONT,NH,3743,514564,139331109
796,1427271378,"AURORA MEDICAL GROUP, INC.",Organization,"Nurse Anesthetist, Certified Registered",MILWAUKEE,WI,53215,5067639,139243287.5
797,1265860803,DIYA CARE INC,Organization,Home Health,NEW BRUNSWICK,NJ,8901,2154361,139153769.5
798,1982781571,CITY OF PHOENIX ARIZONA,Organization,"Emergency Medical Technician, Paramedic",PHOENIX,AZ,85034,792742,138939254.7
799,1437154010,MED STAR SURGICAL & BREATHING EQUIPMENT INC.,Organization,Durable Medical Equipment & Medical Supplies,BRONX,NY,10462,4675272,138917051.1
800,1740389154,RICHMOND MEDICAL CENTER,Organization,General Acute Care Hospital,STATEN ISLAND,NY,10310,1319760,138853988.6
801,1013181205,"TRIDIA HOSPICE CARE, LLC",Organization,"Hospice Care, Community Based",WESTERVILLE,OH,43082,798965,138840949.2
802,1417930892,REEDLEY COMMUNITY HOSPITAL,Organization,"Clinic/Center, Rural Health",HANFORD,CA,93230,1366744,138656168.2
803,1487649430,THE MIRIAM HOSPITAL,Organization,General Acute Care Hospital,PROVIDENCE,RI,2906,2151213,138581569.5
804,1013997691,"LYNN COMMUNITY HEALTH, INC.",Organization,"Clinic/Center, Community Health",LYNN,MA,1901,2070685,138289614.3
805,1144211301,NORTH CAROLINA BAPTIST HOSPITAL,Organization,General Acute Care Hospital,WINSTON SALEM,NC,27157,2386757,138190848.5
806,1871542340,HORIZON BEHAVIORAL HEALTH,Organization,Community/Behavioral Health,LYNCHBURG,VA,24501,725946,138041258.8
807,1851726731,"INFINITY DIAGNOSTICS LABORATORY, INC",Organization,Clinical Medical Laboratory,TETERBORO,NJ,7608,5169150,137995034.9
